nr_cnpj_entidade,sg_uf,no_ente,dt_mes_bimestre,dt_ano,no_segmento,no_tipo_ativo,pc_cmn,id_ativo,no_fundo,qt_rpps,vl_atual_ativo,vl_total_atual,pc_rpps,vl_patrimonio,pc_patrimonio
29131075000193,RJ,Maricá,5,2025,Disponibilidades Financeiras,,,8906/31126-4,341 - Itaú Unibanco S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,8,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,12547885.7477690660,3.2331260250,40568895.97,7.53,4490304469.29,0.90
29131075000193,RJ,Maricá,5,2025,Disponibilidades Financeiras,,,1244/56-5,104 - Caixa Econômica Federal,1.0000000000,211031.6400000000,211031.64,0.04,,
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,1691.0233180000,4.4904010000,7593.37,0.00,5990578271.77,0.00
29131075000193,RJ,Maricá,7,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,34660276000118,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BRASIL ESTRATEGIA LIVRE MULTIMERCADO LONGO PRAZO,3103.8308373650,1401.4626400000,4349902.96,0.84,129410580.07,3.36
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740670000106,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1 TITULOS PUBLICOS RENDA FIXA,3017097.5627693940,3.7890930000,11432063.26,2.61,8210316090.70,0.14
29131075000193,RJ,Maricá,6,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740658000193,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,928992.9631139400,4.7316280000,4395649.12,0.86,2338500539.12,0.19
29131075000193,RJ,Maricá,3,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11328882000135,BB PREVIDENCIARIO RENDA FIXA IRF-M1 TITULOS PUBLICOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO,4496550.7543862500,3.9766229200,17881086.79,3.99,8881539467.76,0.20
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,1419857.2437300000,4.4904010000,6375728.39,1.45,5990578271.77,0.11
29131075000193,RJ,Maricá,6,2025,Disponibilidades Financeiras,,,2280/32995-9,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,1,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,2900094.1748920000,3.0128768080,8737626.48,2.05,4468412591.20,0.20
29131075000193,RJ,Maricá,6,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,05100191000187,BB ACOES DIVIDENDOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1082677.9843850440,21.1807870000,22931971.78,4.47,517329754.88,4.43
29131075000193,RJ,Maricá,9,2025,Disponibilidades Financeiras,,,8906/31126-4,341 - Itaú Unibanco S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,4,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,07861554000122,BB PREVIDENCIARIO RENDA FIXA IMA-B FUNDO DE INVESTIMENTO,1468350.1522597210,7.1998781430,10571942.17,2.29,468470673.74,2.26
29131075000193,RJ,Maricá,4,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10577519000190,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1+ TITULOS PÚBLICOS RENDA FIXA LONGO PRAZO,0.0008667090,2.5494560000,0.0,0.00,2662649198.69,0.00
29131075000193,RJ,Maricá,5,2025,Disponibilidades Financeiras,,,4439/450000045,33 - Banco Santander (Brasil) S.A.,1.0000000000,41040.9100000000,41040.91,0.01,,
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740670000106,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1 TITULOS PUBLICOS RENDA FIXA,63044.7556730000,4.0029210000,252363.18,0.05,9030644079.09,0.00
29131075000193,RJ,Maricá,9,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,08070841000187,CAIXA ALOCAÇÃO MACRO FIC MULTIMERCADO LP,618610.4912240000,5.1427480000,3181357.87,0.58,884696313.58,0.36
29131075000193,RJ,Maricá,9,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,37573.7163230000,4.7382390000,178033.25,0.03,5556287910.39,0.00
29131075000193,RJ,Maricá,11,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,03543447000103,BB PREVIDENCIARIO RENDA FIXA IMA-B 5 LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2129385.0086814330,30.8559655160,65704230.4,11.29,3651128276.63,1.80
29131075000193,RJ,Maricá,11,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740658000193,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,1027.5622510000,4.9027210000,5037.85,0.00,2341949869.16,0.00
29131075000193,RJ,Maricá,6,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,34660276000118,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BRASIL ESTRATEGIA LIVRE MULTIMERCADO LONGO PRAZO,3103.8308373650,1387.4709000000,4306474.97,0.84,130127109.01,3.31
29131075000193,RJ,Maricá,10,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,23215097000155,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BRASIL GESTAO ESTRATEGICA RENDA FIXA,11912780.4885030500,2.2619460000,26946066.17,4.76,3354303439.03,0.80
29131075000193,RJ,Maricá,1,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,3625465.7156140000,3.0128768080,10923081.57,2.56,4468412591.20,0.24
29131075000193,RJ,Maricá,6,2025,Disponibilidades Financeiras,,,1244/89-1,104 - Caixa Econômica Federal,1.0000000000,6278.0500000000,6278.05,0.00,,
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,1691.0233180000,4.6539630000,7869.96,0.00,5705439024.84,0.00
29131075000193,RJ,Maricá,6,2025,Disponibilidades Financeiras,,,4439/450000045,33 - Banco Santander (Brasil) S.A.,1.0000000000,41040.9100000000,41040.91,0.01,,
29131075000193,RJ,Maricá,1,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,29258294000138,BB  ACOES  VALOR FUNDO  DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,5166351.1565773520,1.5534038110,8025429.58,1.88,673880668.90,1.19
29131075000193,RJ,Maricá,5,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,35292588000189,BB  PREVIDENCIARIO  RENDA  FIXA  ALOCACAO  ATIVA  RETORNO  TOTAL  FUNDO  DE  INVESTIMENTO EM COTAS  DE FUNDOS DE INVESTIMENTO,0.0001234520,1.5376350880,0.0,0.00,4851044752.91,0.00
29131075000193,RJ,Maricá,6,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11328882000135,BB PREVIDENCIARIO RENDA FIXA IRF-M1 TITULOS PUBLICOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO,4496550.7543862500,4.1096700000,18479339.74,3.60,9402474657.80,0.20
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,0.0004323710,8.3025088580,0.0,0.00,2451056946.54,0.00
29131075000193,RJ,Maricá,1,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,49368.8182310000,7.7796540190,384072.33,0.09,3269210872.49,0.01
29131075000193,RJ,Maricá,11,2025,Disponibilidades Financeiras,,,1244/000575269413-9,104 - Caixa Econômica Federal,1.0000000000,6442.6900000000,6442.69,0.00,,
29131075000193,RJ,Maricá,7,2025,Disponibilidades Financeiras,,,4439/450000045,33 - Banco Santander (Brasil) S.A.,1.0000000000,41040.9100000000,41040.91,0.01,,
29131075000193,RJ,Maricá,5,2025,Disponibilidades Financeiras,,,1244/89-1,104 - Caixa Econômica Federal,1.0000000000,6278.0500000000,6278.05,0.00,,
29131075000193,RJ,Maricá,3,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,1419857.2437300000,4.5143350000,6409711.25,1.43,5870522862.02,0.11
29131075000193,RJ,Maricá,4,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11328882000135,BB PREVIDENCIARIO RENDA FIXA IRF-M1 TITULOS PUBLICOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO,4496550.7543862500,4.0252650590,18099808.64,3.92,9210593528.87,0.20
29131075000193,RJ,Maricá,1,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,19825628.6244640000,3.0128768080,59732176.69,14.01,4468412591.20,1.34
29131075000193,RJ,Maricá,1,2025,Disponibilidades Financeiras,,,1244/90-5,104 - Caixa Econômica Federal,1.0000000000,9660.4100000000,9660.41,0.00,,
29131075000193,RJ,Maricá,10,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,39255739000180,BB PREVIDENCIARIO RENDA FIXA TITULOS PUBLICOS VERTICE ESPECIAL 2026 FIF RESPONSABILIDADE LIMITADA,1634118.4395725270,1.0494200500,1714876.65,0.30,1198391968.12,0.14
29131075000193,RJ,Maricá,9,2025,Renda Fixa,Ativos de Renda Fixa Emitidos por Instituições Financeiras - Art. 7º  IV,20,,etra Financeira Santander,1.0000000000,24104100.9100000000,24104100.91,4.37,0.00,0.00
29131075000193,RJ,Maricá,6,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,1419857.2437300000,4.6410620000,6589645.5,1.28,5882079728.77,0.11
29131075000193,RJ,Maricá,8,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11328882000135,BB PREVIDENCIARIO RENDA FIXA IRF-M1 TITULOS PUBLICOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO,2319305.4661803530,4.2092399950,9762513.33,1.81,9555718767.07,0.10
29131075000193,RJ,Maricá,5,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,08070841000187,CAIXA ALOCAÇÃO MACRO FIC MULTIMERCADO LP,618610.4912240000,4.8987500000,3030418.14,0.63,909712419.62,0.33
29131075000193,RJ,Maricá,8,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,03737188000143,FUNDO DE INVESTIMENTO CAIXA MULTIMERCADO RV 30 LONGO PRAZO,261535.6822700000,11.0930760000,2901235.2,0.54,322894810.00,0.90
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,39255739000180,BB PREVIDENCIARIO RENDA FIXA TITULOS PUBLICOS VERTICE ESPECIAL 2026 FIF RESPONSABILIDADE LIMITADA,1684208.4021366070,1.0171717010,1713129.13,0.33,938940595.12,0.18
29131075000193,RJ,Maricá,6,2025,Disponibilidades Financeiras,,,2280/31081-6,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,5,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,1691.0233180000,4.6211880000,7814.54,0.00,5955272309.13,0.00
29131075000193,RJ,Maricá,1,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,03737188000143,FUNDO DE INVESTIMENTO CAIXA MULTIMERCADO RV 30 LONGO PRAZO,261535.6822700000,10.1941300000,2666128.74,0.63,386037798.52,0.69
29131075000193,RJ,Maricá,10,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740658000193,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,63990.4730470000,4.8051970000,307486.83,0.05,2298701395.20,0.01
29131075000193,RJ,Maricá,10,2025,Disponibilidades Financeiras,,,2280/70837-2,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,11,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,3429941.8895220000,3.3408396180,11458885.75,1.97,4447163447.90,0.26
29131075000193,RJ,Maricá,1,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,34660276000118,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BRASIL ESTRATEGIA LIVRE MULTIMERCADO LONGO PRAZO,3103.8308373650,1324.8197420000,4112016.37,0.96,159141650.28,2.58
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,37573.7163230000,4.4904010000,168721.05,0.04,5990578271.77,0.00
29131075000193,RJ,Maricá,2,2025,Disponibilidades Financeiras,,,1244/56-5,104 - Caixa Econômica Federal,1.0000000000,210791.5600000000,210791.56,0.05,,
29131075000193,RJ,Maricá,8,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,37573.7163230000,4.7081800000,176903.82,0.03,5646183593.13,0.00
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10577519000190,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1+ TITULOS PÚBLICOS RENDA FIXA LONGO PRAZO,0.0008667090,2.5494560000,0.0,0.00,2662649198.69,0.00
29131075000193,RJ,Maricá,6,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,39255739000180,BB PREVIDENCIARIO RENDA FIXA TITULOS PUBLICOS VERTICE ESPECIAL 2026 FIF RESPONSABILIDADE LIMITADA,1684208.4021366070,1.0079670000,1697626.49,0.33,766814550.24,0.22
29131075000193,RJ,Maricá,11,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,3596852.8683736330,3.3408396180,12016508.56,2.06,4447163447.90,0.27
29131075000193,RJ,Maricá,3,2025,Disponibilidades Financeiras,,,1244/89-1,104 - Caixa Econômica Federal,1.0000000000,6278.0500000000,6278.05,0.00,,
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,35292588000189,BB  PREVIDENCIARIO  RENDA  FIXA  ALOCACAO  ATIVA  RETORNO  TOTAL  FUNDO  DE  INVESTIMENTO EM COTAS  DE FUNDOS DE INVESTIMENTO,0.0001234520,1.4887373600,0.0,0.00,5045385520.27,0.00
29131075000193,RJ,Maricá,11,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,14213331000114,BB DIVIDENDOS MIDCAPS FIC ACOES,3034636.3888407710,3.2317059050,9807052.34,1.68,801699788.40,1.22
29131075000193,RJ,Maricá,9,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,14213331000114,BB DIVIDENDOS MIDCAPS FIC ACOES,3034636.3888407710,2.9976293250,9096715.03,1.65,784998355.53,1.16
29131075000193,RJ,Maricá,5,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,10418362000150,BB PREVIDENCIARIO MULTIMERCADO FUNDO DE INVESTIMENTO LONGO PRAZO,743077.2022400000,4.2730942760,3175238.94,0.66,283187478.07,1.12
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,07861554000122,BB PREVIDENCIARIO RENDA FIXA IMA-B FUNDO DE INVESTIMENTO,1468350.1522597210,7.3551638390,10799955.94,2.08,467113186.15,2.31
29131075000193,RJ,Maricá,9,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11328882000135,BB PREVIDENCIARIO RENDA FIXA IRF-M1 TITULOS PUBLICOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO,2319305.4661803530,4.2582994800,9876297.26,1.79,9768098998.70,0.10
29131075000193,RJ,Maricá,10,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,49368.8182310000,8.5014884360,419708.44,0.07,2369314595.69,0.02
29131075000193,RJ,Maricá,1,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,23215097000155,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BRASIL GESTAO ESTRATEGICA RENDA FIXA,11912780.4885030500,2.0519650000,24444608.62,5.73,3676053173.30,0.66
29131075000193,RJ,Maricá,1,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,14213331000114,BB DIVIDENDOS MIDCAPS FIC ACOES,3034636.3888407710,2.6842065040,8145590.73,1.91,725734771.30,1.12
29131075000193,RJ,Maricá,2,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,34660276000118,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BRASIL ESTRATEGIA LIVRE MULTIMERCADO LONGO PRAZO,3103.8308373650,1332.1546160000,4134782.58,0.94,157720486.43,2.62
29131075000193,RJ,Maricá,11,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,1419857.2437300000,4.8367570000,6867504.46,1.18,5347703258.35,0.13
29131075000193,RJ,Maricá,1,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,35292588000189,BB  PREVIDENCIARIO  RENDA  FIXA  ALOCACAO  ATIVA  RETORNO  TOTAL  FUNDO  DE  INVESTIMENTO EM COTAS  DE FUNDOS DE INVESTIMENTO,16396545.6755801754,1.4747280620,24180446.03,5.67,5181773678.22,0.47
29131075000193,RJ,Maricá,3,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,13322205000135,BB PREVIDENCIARIO RENDA FIXA IDKA 2 TITULOS PUBLICOS FUNDO DE INVESTIMENTO,15665070.5196953330,4.0336317620,63187126.0,14.12,4421688635.16,1.43
29131075000193,RJ,Maricá,4,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,49368.8182310000,8.1257204490,401157.22,0.09,2958723811.69,0.01
29131075000193,RJ,Maricá,4,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,29258294000138,BB  ACOES  VALOR FUNDO  DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,5166351.1565773520,1.6020308450,8276653.91,1.79,631705399.24,1.31
29131075000193,RJ,Maricá,6,2025,Renda Variável,Fundo/Classe de Investimento em BDR-Ações - art. 8º  III,30,17502937000168,FUNDO DE INVESTIMENTO EM ACOES CAIXA INSTITUCIONAL BDR NIVEL I,324783.9374855880,9.4891560000,3081925.45,0.60,2293022777.73,0.13
29131075000193,RJ,Maricá,2,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,30036235000102,FUNDO DE INVESTIMENTO CAIXA BOLSA AMERICANA MULTIMERCADO LONGO PRAZO,1228160.9947121530,2.7153630000,3334902.92,0.76,2140832727.01,0.16
29131075000193,RJ,Maricá,3,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,14213331000114,BB DIVIDENDOS MIDCAPS FIC ACOES,3034636.3888407710,2.6024639300,7897531.74,1.76,723926587.07,1.09
29131075000193,RJ,Maricá,11,2025,Disponibilidades Financeiras,,,4439/450000045,33 - Banco Santander (Brasil) S.A.,1.0000000000,58020.3300000000,58020.33,0.01,,
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740658000193,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,1027.5622510000,4.6932370000,4822.59,0.00,2260874563.31,0.00
29131075000193,RJ,Maricá,6,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,5344552.6582769350,8.3679720000,44723067.0,8.71,2529655854.49,1.77
29131075000193,RJ,Maricá,10,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,10418362000150,BB PREVIDENCIARIO MULTIMERCADO FUNDO DE INVESTIMENTO LONGO PRAZO,743077.2022400000,4.5008748120,3344497.46,0.59,247583833.38,1.35
29131075000193,RJ,Maricá,10,2025,Disponibilidades Financeiras,,,8906/31126-4,341 - Itaú Unibanco S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,0.0004323710,7.8181628300,0.0,0.00,3032892573.46,0.00
29131075000193,RJ,Maricá,1,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,07882792000114,BB  ACOES  SELECAO FATORIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1075084.0379293700,2.6105924620,2806606.29,0.66,963794294.49,0.29
29131075000193,RJ,Maricá,5,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,30036235000102,FUNDO DE INVESTIMENTO CAIXA BOLSA AMERICANA MULTIMERCADO LONGO PRAZO,1228160.9947121530,2.7359670000,3360207.95,0.70,1821555423.12,0.18
29131075000193,RJ,Maricá,10,2025,Disponibilidades Financeiras,,,2280/32995-9,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,11,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077418000149,BB PREVIDENCIARIO RENDA FIXA REFERENCIADO DI LONGO PRAZO PERFIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,15289199.2876935540,3.8410756790,58726971.54,10.09,23817015620.99,0.25
29131075000193,RJ,Maricá,3,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,15154220000147,FUNDO DE INVESTIMENTO EM ACOES CAIXA SMALL CAPS ATIVO,1605361.4792442820,1.2792740000,2053697.2,0.46,496851206.35,0.41
29131075000193,RJ,Maricá,3,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,37573.7163230000,4.5143350000,169620.34,0.04,5870522862.02,0.00
